Report, Date,Community Area
Vacant/Abandoned Building,9/8/2011,67
Vacant/Abandoned Building,9/8/2011,53
Vacant/Abandoned Building,9/8/2011,54
Vacant/Abandoned Building,9/8/2011,37
Vacant/Abandoned Building,9/9/2011,56
Vacant/Abandoned Building,9/9/2011,67
Vacant/Abandoned Building,9/9/2011,58
Vacant/Abandoned Building,9/9/2011,69
Vacant/Abandoned Building,9/9/2011,69
Vacant/Abandoned Building,9/9/2011,27
Vacant/Abandoned Building,9/9/2011,61
Vacant/Abandoned Building,9/9/2011,53
Vacant/Abandoned Building,9/10/2011,68
Vacant/Abandoned Building,9/10/2011,49
Vacant/Abandoned Building,9/10/2011,66
Vacant/Abandoned Building,9/10/2011,67
Vacant/Abandoned Building,9/10/2011,5
Vacant/Abandoned Building,9/10/2011,53
Vacant/Abandoned Building,9/10/2011,53
Vacant/Abandoned Building,9/10/2011,53
Vacant/Abandoned Building,9/10/2011,53
Vacant/Abandoned Building,9/10/2011,53
Vacant/Abandoned Building,9/11/2011,23
Vacant/Abandoned Building,9/11/2011,39
Vacant/Abandoned Building,9/11/2011,23
Vacant/Abandoned Building,9/12/2011,45
Vacant/Abandoned Building,9/12/2011,42
Vacant/Abandoned Building,9/12/2011,67
Vacant/Abandoned Building,9/12/2011,49
Vacant/Abandoned Building,9/13/2011,67
Vacant/Abandoned Building,9/13/2011,43
Vacant/Abandoned Building,9/13/2011,22
Vacant/Abandoned Building,9/13/2011,37
Vacant/Abandoned Building,9/13/2011,26
Vacant/Abandoned Building,9/13/2011,21
Vacant/Abandoned Building,9/14/2011,25
Vacant/Abandoned Building,9/14/2011,71
Vacant/Abandoned Building,9/14/2011,68
Vacant/Abandoned Building,9/14/2011,25
Vacant/Abandoned Building,9/15/2011,52
Vacant/Abandoned Building,9/15/2011,63
Vacant/Abandoned Building,9/15/2011,71
Vacant/Abandoned Building,9/16/2011,67
Vacant/Abandoned Building,9/16/2011,26
Vacant/Abandoned Building,9/16/2011,48
Vacant/Abandoned Building,9/16/2011,68
Vacant/Abandoned Building,9/17/2011,48
Vacant/Abandoned Building,9/17/2011,68
Vacant/Abandoned Building,9/17/2011,27
Vacant/Abandoned Building,9/18/2011,23
Vacant/Abandoned Building,9/18/2011,63
Vacant/Abandoned Building,9/19/2011,25
Vacant/Abandoned Building,9/19/2011,25
Vacant/Abandoned Building,9/19/2011,68
Vacant/Abandoned Building,9/19/2011,15
Vacant/Abandoned Building,9/19/2011,22
Vacant/Abandoned Building,9/19/2011,58
Vacant/Abandoned Building,9/20/2011,69
Vacant/Abandoned Building,9/20/2011,68
Vacant/Abandoned Building,9/20/2011,23
Vacant/Abandoned Building,9/20/2011,69
Vacant/Abandoned Building,9/21/2011,49
Vacant/Abandoned Building,9/21/2011,61
Vacant/Abandoned Building,9/21/2011,25
Vacant/Abandoned Building,9/21/2011,67
Vacant/Abandoned Building,9/21/2011,42
Vacant/Abandoned Building,9/22/2011,14
Vacant/Abandoned Building,9/22/2011,22
Vacant/Abandoned Building,9/22/2011,22
Vacant/Abandoned Building,9/22/2011,43
Vacant/Abandoned Building,9/22/2011,43
Vacant/Abandoned Building,9/22/2011,43
Vacant/Abandoned Building,9/22/2011,49
Vacant/Abandoned Building,9/22/2011,61
Vacant/Abandoned Building,9/22/2011,24
Vacant/Abandoned Building,9/22/2011,68
Vacant/Abandoned Building,9/23/2011,23
Vacant/Abandoned Building,9/23/2011,53
Vacant/Abandoned Building,9/23/2011,53
Vacant/Abandoned Building,9/25/2011,17
Vacant/Abandoned Building,9/26/2011,43
Vacant/Abandoned Building,9/26/2011,74
Vacant/Abandoned Building,9/26/2011,53
Vacant/Abandoned Building,9/26/2011,52
Vacant/Abandoned Building,9/26/2011,49
Vacant/Abandoned Building,9/26/2011,49
Vacant/Abandoned Building,9/27/2011,29
Vacant/Abandoned Building,9/27/2011,62
Vacant/Abandoned Building,9/27/2011,68
Vacant/Abandoned Building,9/27/2011,27
Vacant/Abandoned Building,9/27/2011,53
Vacant/Abandoned Building,9/27/2011,26
Vacant/Abandoned Building,9/27/2011,26
Vacant/Abandoned Building,9/27/2011,26
Vacant/Abandoned Building,9/27/2011,26
Vacant/Abandoned Building,9/27/2011,26
Vacant/Abandoned Building,9/28/2011,53
Vacant/Abandoned Building,9/28/2011,52
Vacant/Abandoned Building,9/29/2011,52
Vacant/Abandoned Building,9/29/2011,66
Vacant/Abandoned Building,9/29/2011,27
Vacant/Abandoned Building,9/29/2011,27
Vacant/Abandoned Building,9/29/2011,27
Vacant/Abandoned Building,9/29/2011,25
Vacant/Abandoned Building,9/29/2011,26
Vacant/Abandoned Building,9/29/2011,49
Vacant/Abandoned Building,9/30/2011,66
Vacant/Abandoned Building,9/30/2011,69
Vacant/Abandoned Building,9/30/2011,49
Vacant/Abandoned Building,9/30/2011,37
Vacant/Abandoned Building,9/30/2011,69
Vacant/Abandoned Building,9/30/2011,52
Vacant/Abandoned Building,9/30/2011,43
Vacant/Abandoned Building,9/30/2011,43
Vacant/Abandoned Building,10/1/2011,23
Vacant/Abandoned Building,10/1/2011,46
Vacant/Abandoned Building,10/1/2011,43
Vacant/Abandoned Building,10/3/2011,43
Vacant/Abandoned Building,10/3/2011,45
Vacant/Abandoned Building,10/3/2011,27
Vacant/Abandoned Building,10/3/2011,27
Vacant/Abandoned Building,10/3/2011,27
Vacant/Abandoned Building,10/3/2011,52
Vacant/Abandoned Building,10/3/2011,8
Vacant/Abandoned Building,10/3/2011,29
Vacant/Abandoned Building,10/3/2011,29
Vacant/Abandoned Building,10/3/2011,29
Vacant/Abandoned Building,10/3/2011,21
Vacant/Abandoned Building,10/4/2011,6
Vacant/Abandoned Building,10/4/2011,53
Vacant/Abandoned Building,10/4/2011,27
Vacant/Abandoned Building,10/4/2011,29
Vacant/Abandoned Building,10/4/2011,26
Vacant/Abandoned Building,10/4/2011,49
Vacant/Abandoned Building,10/4/2011,53
Vacant/Abandoned Building,10/4/2011,71
Vacant/Abandoned Building,10/5/2011,23
Vacant/Abandoned Building,10/5/2011,67
Vacant/Abandoned Building,10/5/2011,67
Vacant/Abandoned Building,10/5/2011,29
Vacant/Abandoned Building,10/5/2011,23
Vacant/Abandoned Building,10/6/2011,52
Vacant/Abandoned Building,10/6/2011,23
Vacant/Abandoned Building,10/6/2011,61
Vacant/Abandoned Building,10/6/2011,66
Vacant/Abandoned Building,10/6/2011,44
Vacant/Abandoned Building,10/6/2011,27
Vacant/Abandoned Building,10/6/2011,27
Vacant/Abandoned Building,10/6/2011,27
Vacant/Abandoned Building,10/6/2011,27
Vacant/Abandoned Building,10/6/2011,27
Vacant/Abandoned Building,10/7/2011,25
Vacant/Abandoned Building,10/7/2011,25
Vacant/Abandoned Building,10/7/2011,25
Vacant/Abandoned Building,10/7/2011,25
Vacant/Abandoned Building,10/7/2011,68
Vacant/Abandoned Building,10/7/2011,44
Vacant/Abandoned Building,10/8/2011,69
Vacant/Abandoned Building,10/9/2011,51
Vacant/Abandoned Building,10/9/2011,14
Vacant/Abandoned Building,10/9/2011,67
Vacant/Abandoned Building,10/9/2011,19
Vacant/Abandoned Building,10/10/2011,27
Vacant/Abandoned Building,10/10/2011,23
Vacant/Abandoned Building,10/11/2011,49
Vacant/Abandoned Building,10/11/2011,43
Vacant/Abandoned Building,10/11/2011,23
Vacant/Abandoned Building,10/11/2011,49
Vacant/Abandoned Building,10/11/2011,29
Vacant/Abandoned Building,10/11/2011,61
Vacant/Abandoned Building,10/12/2011,49
Vacant/Abandoned Building,10/12/2011,66
Vacant/Abandoned Building,10/12/2011,25
Vacant/Abandoned Building,10/12/2011,44
Vacant/Abandoned Building,10/12/2011,25
Vacant/Abandoned Building,10/12/2011,25
Vacant/Abandoned Building,10/12/2011,42
Vacant/Abandoned Building,10/12/2011,10
Vacant/Abandoned Building,10/12/2011,43
Vacant/Abandoned Building,10/12/2011,71
Vacant/Abandoned Building,10/12/2011,49
Vacant/Abandoned Building,10/12/2011,43
Vacant/Abandoned Building,10/13/2011,25
Vacant/Abandoned Building,10/14/2011,11
Vacant/Abandoned Building,10/14/2011,26
Vacant/Abandoned Building,10/14/2011,26
Vacant/Abandoned Building,10/15/2011,68
Vacant/Abandoned Building,10/17/2011,52
Vacant/Abandoned Building,10/18/2011,68
Vacant/Abandoned Building,10/18/2011,67
Vacant/Abandoned Building,10/18/2011,10
Vacant/Abandoned Building,10/18/2011,61
Vacant/Abandoned Building,10/19/2011,35
Vacant/Abandoned Building,10/19/2011,49
Vacant/Abandoned Building,10/19/2011,44
Vacant/Abandoned Building,10/19/2011,24
Vacant/Abandoned Building,10/19/2011,29
Vacant/Abandoned Building,10/19/2011,43
Vacant/Abandoned Building,10/19/2011,25
Vacant/Abandoned Building,10/19/2011,52
Vacant/Abandoned Building,10/19/2011,37
Vacant/Abandoned Building,10/19/2011,70
Vacant/Abandoned Building,10/19/2011,14
Vacant/Abandoned Building,10/19/2011,61
Vacant/Abandoned Building,10/20/2011,67
Vacant/Abandoned Building,10/20/2011,67
Vacant/Abandoned Building,10/20/2011,43
Vacant/Abandoned Building,10/20/2011,49
Vacant/Abandoned Building,10/21/2011,22
Vacant/Abandoned Building,10/21/2011,18
Vacant/Abandoned Building,10/21/2011,23
Vacant/Abandoned Building,10/21/2011,71
Vacant/Abandoned Building,10/21/2011,53
Vacant/Abandoned Building,10/21/2011,49
Vacant/Abandoned Building,10/21/2011,25
Vacant/Abandoned Building,10/21/2011,49
Vacant/Abandoned Building,10/21/2011,25
Vacant/Abandoned Building,10/21/2011,27
Vacant/Abandoned Building,10/22/2011,38
Vacant/Abandoned Building,10/23/2011,29
Vacant/Abandoned Building,10/24/2011,52
Vacant/Abandoned Building,10/24/2011,53
Vacant/Abandoned Building,10/24/2011,25
Vacant/Abandoned Building,10/24/2011,25
Vacant/Abandoned Building,10/24/2011,25
Vacant/Abandoned Building,10/24/2011,49
Vacant/Abandoned Building,10/24/2011,25
Vacant/Abandoned Building,10/24/2011,25
Vacant/Abandoned Building,10/24/2011,66
Vacant/Abandoned Building,10/24/2011,44
Vacant/Abandoned Building,10/25/2011,25
Vacant/Abandoned Building,10/25/2011,53
Vacant/Abandoned Building,10/25/2011,27
Vacant/Abandoned Building,10/25/2011,27
Vacant/Abandoned Building,10/25/2011,27
Vacant/Abandoned Building,10/25/2011,69
Vacant/Abandoned Building,10/25/2011,25
Vacant/Abandoned Building,10/25/2011,23
Vacant/Abandoned Building,10/26/2011,68
Vacant/Abandoned Building,10/26/2011,44
Vacant/Abandoned Building,10/26/2011,49
Vacant/Abandoned Building,10/26/2011,68
Vacant/Abandoned Building,10/26/2011,26
Vacant/Abandoned Building,10/26/2011,29
Vacant/Abandoned Building,10/27/2011,25
Vacant/Abandoned Building,10/27/2011,29
Vacant/Abandoned Building,10/27/2011,25
Vacant/Abandoned Building,10/27/2011,29
Vacant/Abandoned Building,10/27/2011,29
Vacant/Abandoned Building,10/27/2011,29
Vacant/Abandoned Building,10/27/2011,69
Vacant/Abandoned Building,10/28/2011,26
Vacant/Abandoned Building,10/29/2011,53
Vacant/Abandoned Building,10/29/2011,48
Vacant/Abandoned Building,10/29/2011,49
Vacant/Abandoned Building,10/30/2011,28
Vacant/Abandoned Building,10/30/2011,68
Vacant/Abandoned Building,10/30/2011,27
Vacant/Abandoned Building,10/31/2011,69
Vacant/Abandoned Building,10/31/2011,17
Vacant/Abandoned Building,10/31/2011,53
Vacant/Abandoned Building,10/31/2011,25
Vacant/Abandoned Building,10/31/2011,14
Vacant/Abandoned Building,10/31/2011,70
Vacant/Abandoned Building,10/31/2011,73
Vacant/Abandoned Building,10/31/2011,6
Vacant/Abandoned Building,10/31/2011,64
Vacant/Abandoned Building,10/31/2011,19
Vacant/Abandoned Building,11/1/2011,43
Vacant/Abandoned Building,11/1/2011,42
Vacant/Abandoned Building,11/1/2011,71
Vacant/Abandoned Building,11/2/2011,50
Vacant/Abandoned Building,11/2/2011,50
Vacant/Abandoned Building,11/2/2011,12
Vacant/Abandoned Building,11/2/2011,28
Vacant/Abandoned Building,11/3/2011,24
Vacant/Abandoned Building,11/3/2011,67
Vacant/Abandoned Building,11/3/2011,67
Vacant/Abandoned Building,11/3/2011,25
Vacant/Abandoned Building,11/3/2011,23
Vacant/Abandoned Building,11/3/2011,19
Vacant/Abandoned Building,11/3/2011,22
Vacant/Abandoned Building,11/3/2011,29
Vacant/Abandoned Building,11/3/2011,29
Vacant/Abandoned Building,11/3/2011,29
Vacant/Abandoned Building,11/3/2011,29
Vacant/Abandoned Building,11/3/2011,27
Vacant/Abandoned Building,11/4/2011,23
Vacant/Abandoned Building,11/4/2011,25
Vacant/Abandoned Building,11/4/2011,30
Vacant/Abandoned Building,11/4/2011,44
Vacant/Abandoned Building,11/4/2011,25
Vacant/Abandoned Building,11/4/2011,52
Vacant/Abandoned Building,11/4/2011,44
Vacant/Abandoned Building,11/5/2011,49
Vacant/Abandoned Building,11/6/2011,16
Vacant/Abandoned Building,11/7/2011,16
Vacant/Abandoned Building,11/7/2011,49
Vacant/Abandoned Building,11/7/2011,29
Vacant/Abandoned Building,11/7/2011,2
Vacant/Abandoned Building,11/7/2011,43
Vacant/Abandoned Building,11/7/2011,49
Vacant/Abandoned Building,11/7/2011,67
Vacant/Abandoned Building,11/8/2011,73
Vacant/Abandoned Building,11/8/2011,25
Vacant/Abandoned Building,11/8/2011,61
Vacant/Abandoned Building,11/8/2011,69
Vacant/Abandoned Building,11/8/2011,71
Vacant/Abandoned Building,11/8/2011,71
Vacant/Abandoned Building,11/8/2011,71
Vacant/Abandoned Building,11/8/2011,26
Vacant/Abandoned Building,11/8/2011,27
Vacant/Abandoned Building,11/9/2011,26
Vacant/Abandoned Building,11/9/2011,26
Vacant/Abandoned Building,11/9/2011,26
Vacant/Abandoned Building,11/9/2011,26
Vacant/Abandoned Building,11/9/2011,66
Vacant/Abandoned Building,11/9/2011,70
Vacant/Abandoned Building,11/10/2011,49
Vacant/Abandoned Building,11/10/2011,49
Vacant/Abandoned Building,11/10/2011,53
Vacant/Abandoned Building,11/10/2011,53
Vacant/Abandoned Building,11/10/2011,27
Vacant/Abandoned Building,11/11/2011,44
Vacant/Abandoned Building,11/13/2011,53
Vacant/Abandoned Building,11/14/2011,69
Vacant/Abandoned Building,11/14/2011,67
Vacant/Abandoned Building,11/14/2011,26
Vacant/Abandoned Building,11/14/2011,49
Vacant/Abandoned Building,11/14/2011,23
Vacant/Abandoned Building,11/14/2011,23
Vacant/Abandoned Building,11/15/2011,67
Vacant/Abandoned Building,11/15/2011,38
Vacant/Abandoned Building,11/15/2011,19
Vacant/Abandoned Building,11/15/2011,56
Vacant/Abandoned Building,11/15/2011,67
Vacant/Abandoned Building,11/15/2011,44
Vacant/Abandoned Building,11/15/2011,25
Vacant/Abandoned Building,11/15/2011,26
Vacant/Abandoned Building,11/15/2011,26
Vacant/Abandoned Building,11/15/2011,26
Vacant/Abandoned Building,11/15/2011,26
Vacant/Abandoned Building,11/16/2011,27
Vacant/Abandoned Building,11/16/2011,27
Vacant/Abandoned Building,11/16/2011,27
Vacant/Abandoned Building,11/16/2011,25
Vacant/Abandoned Building,11/17/2011,42
Vacant/Abandoned Building,11/17/2011,48
Vacant/Abandoned Building,11/17/2011,53
Vacant/Abandoned Building,11/17/2011,51
Vacant/Abandoned Building,11/18/2011,27
Vacant/Abandoned Building,11/18/2011,26
Vacant/Abandoned Building,11/18/2011,26
Vacant/Abandoned Building,11/18/2011,26
Vacant/Abandoned Building,11/18/2011,26
Vacant/Abandoned Building,11/18/2011,26
Vacant/Abandoned Building,11/18/2011,28
Vacant/Abandoned Building,11/18/2011,29
Vacant/Abandoned Building,11/18/2011,29
Vacant/Abandoned Building,11/18/2011,53
Vacant/Abandoned Building,11/18/2011,26
Vacant/Abandoned Building,11/18/2011,49
Vacant/Abandoned Building,11/19/2011,47
Vacant/Abandoned Building,11/19/2011,22
Vacant/Abandoned Building,11/19/2011,9
Vacant/Abandoned Building,11/20/2011,72
Vacant/Abandoned Building,11/20/2011,60
Vacant/Abandoned Building,11/21/2011,49
Vacant/Abandoned Building,11/21/2011,25
Vacant/Abandoned Building,11/21/2011,25
Vacant/Abandoned Building,11/21/2011,12
Vacant/Abandoned Building,11/22/2011,67
Vacant/Abandoned Building,11/22/2011,39
Vacant/Abandoned Building,11/22/2011,69
Vacant/Abandoned Building,11/22/2011,66
Vacant/Abandoned Building,11/22/2011,42
Vacant/Abandoned Building,11/23/2011,46
Vacant/Abandoned Building,11/23/2011,25
Vacant/Abandoned Building,11/23/2011,27
Vacant/Abandoned Building,11/23/2011,27
Vacant/Abandoned Building,11/24/2011,38
Vacant/Abandoned Building,11/25/2011,66
Vacant/Abandoned Building,11/26/2011,44
Vacant/Abandoned Building,11/27/2011,69
Vacant/Abandoned Building,11/28/2011,16
Vacant/Abandoned Building,11/28/2011,75
Vacant/Abandoned Building,11/29/2011,43
Vacant/Abandoned Building,11/29/2011,53
Vacant/Abandoned Building,11/29/2011,15
Vacant/Abandoned Building,11/29/2011,67
Vacant/Abandoned Building,11/29/2011,66
Vacant/Abandoned Building,11/29/2011,67
Vacant/Abandoned Building,11/30/2011,73
Vacant/Abandoned Building,11/30/2011,16
Vacant/Abandoned Building,11/30/2011,38
Vacant/Abandoned Building,11/30/2011,47
Vacant/Abandoned Building,12/1/2011,70
Vacant/Abandoned Building,12/2/2011,30
Vacant/Abandoned Building,12/2/2011,44
Vacant/Abandoned Building,12/2/2011,53
Vacant/Abandoned Building,12/2/2011,43
Vacant/Abandoned Building,12/2/2011,53
Vacant/Abandoned Building,12/3/2011,66
Vacant/Abandoned Building,12/3/2011,75
Vacant/Abandoned Building,12/3/2011,16
Vacant/Abandoned Building,12/4/2011,47
Vacant/Abandoned Building,12/4/2011,46
Vacant/Abandoned Building,12/5/2011,49
Vacant/Abandoned Building,12/5/2011,16
Vacant/Abandoned Building,12/5/2011,49
Vacant/Abandoned Building,12/5/2011,43
Vacant/Abandoned Building,12/6/2011,23
Vacant/Abandoned Building,12/6/2011,53
Vacant/Abandoned Building,12/6/2011,43
Vacant/Abandoned Building,12/6/2011,77
Vacant/Abandoned Building,12/6/2011,49
Vacant/Abandoned Building,12/6/2011,69
Vacant/Abandoned Building,12/7/2011,36
Vacant/Abandoned Building,12/7/2011,46
Vacant/Abandoned Building,12/7/2011,61
Vacant/Abandoned Building,12/7/2011,52
Vacant/Abandoned Building,12/7/2011,65
Vacant/Abandoned Building,12/7/2011,46
Vacant/Abandoned Building,12/7/2011,25
Vacant/Abandoned Building,12/8/2011,70
Vacant/Abandoned Building,12/9/2011,68
Vacant/Abandoned Building,12/9/2011,67
Vacant/Abandoned Building,12/9/2011,67
Vacant/Abandoned Building,12/10/2011,49
Vacant/Abandoned Building,12/10/2011,44
Vacant/Abandoned Building,12/10/2011,68
Vacant/Abandoned Building,12/11/2011,43
Vacant/Abandoned Building,12/12/2011,7
Vacant/Abandoned Building,12/12/2011,68
Vacant/Abandoned Building,12/12/2011,46
Vacant/Abandoned Building,12/12/2011,43
Vacant/Abandoned Building,12/13/2011,66
Vacant/Abandoned Building,12/13/2011,66
Vacant/Abandoned Building,12/13/2011,4
Vacant/Abandoned Building,12/13/2011,67
Vacant/Abandoned Building,12/14/2011,67
Vacant/Abandoned Building,12/14/2011,44
Vacant/Abandoned Building,12/15/2011,23
Vacant/Abandoned Building,12/15/2011,67
Vacant/Abandoned Building,12/15/2011,61
Vacant/Abandoned Building,12/15/2011,61
Vacant/Abandoned Building,12/15/2011,53
Vacant/Abandoned Building,12/15/2011,61
Vacant/Abandoned Building,12/15/2011,56
Vacant/Abandoned Building,12/15/2011,68
Vacant/Abandoned Building,12/16/2011,53
Vacant/Abandoned Building,12/16/2011,52
Vacant/Abandoned Building,12/16/2011,39
Vacant/Abandoned Building,12/16/2011,38
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/16/2011,68
Vacant/Abandoned Building,12/17/2011,38
Vacant/Abandoned Building,12/18/2011,25
Vacant/Abandoned Building,12/18/2011,40
Vacant/Abandoned Building,12/19/2011,26
Vacant/Abandoned Building,12/19/2011,51
Vacant/Abandoned Building,12/19/2011,43
Vacant/Abandoned Building,12/19/2011,61
Vacant/Abandoned Building,12/19/2011,61
Vacant/Abandoned Building,12/19/2011,67
Vacant/Abandoned Building,12/19/2011,71
Vacant/Abandoned Building,12/19/2011,47
Vacant/Abandoned Building,12/19/2011,25
Vacant/Abandoned Building,12/19/2011,67
Vacant/Abandoned Building,12/20/2011,29
Vacant/Abandoned Building,12/20/2011,67
Vacant/Abandoned Building,12/20/2011,73
Vacant/Abandoned Building,12/20/2011,46
Vacant/Abandoned Building,12/20/2011,26
Vacant/Abandoned Building,12/20/2011,43
Vacant/Abandoned Building,12/20/2011,39
Vacant/Abandoned Building,12/20/2011,20
Vacant/Abandoned Building,12/20/2011,68
Vacant/Abandoned Building,12/20/2011,68
Vacant/Abandoned Building,12/20/2011,61
Vacant/Abandoned Building,12/20/2011,68
Vacant/Abandoned Building,12/21/2011,67
Vacant/Abandoned Building,12/21/2011,68
Vacant/Abandoned Building,12/21/2011,61
Vacant/Abandoned Building,12/21/2011,25
Vacant/Abandoned Building,12/22/2011,30
Vacant/Abandoned Building,12/22/2011,67
Vacant/Abandoned Building,12/22/2011,67
Vacant/Abandoned Building,12/22/2011,26
Vacant/Abandoned Building,12/23/2011,36
Vacant/Abandoned Building,12/23/2011,17
Vacant/Abandoned Building,12/23/2011,49
Vacant/Abandoned Building,12/23/2011,69
Vacant/Abandoned Building,12/24/2011,43
Vacant/Abandoned Building,12/24/2011,69
Vacant/Abandoned Building,12/25/2011,25
Vacant/Abandoned Building,12/26/2011,4
Vacant/Abandoned Building,12/26/2011,67
Vacant/Abandoned Building,12/26/2011,46
Vacant/Abandoned Building,12/27/2011,1
Vacant/Abandoned Building,12/27/2011,26
Vacant/Abandoned Building,12/27/2011,51
Vacant/Abandoned Building,12/27/2011,68
Vacant/Abandoned Building,12/27/2011,68
Vacant/Abandoned Building,12/27/2011,66
Vacant/Abandoned Building,12/27/2011,43
Vacant/Abandoned Building,12/27/2011,16
Vacant/Abandoned Building,12/27/2011,61
Vacant/Abandoned Building,12/27/2011,25
Vacant/Abandoned Building,12/27/2011,44
Vacant/Abandoned Building,12/27/2011,68
Vacant/Abandoned Building,12/27/2011,68
Vacant/Abandoned Building,12/27/2011,29
Vacant/Abandoned Building,12/27/2011,28
Vacant/Abandoned Building,12/27/2011,67
Vacant/Abandoned Building,12/27/2011,68
Vacant/Abandoned Building,12/27/2011,68
Vacant/Abandoned Building,12/28/2011,43
Vacant/Abandoned Building,12/28/2011,44
Vacant/Abandoned Building,12/28/2011,61
Vacant/Abandoned Building,12/28/2011,49
Vacant/Abandoned Building,12/28/2011,68
Vacant/Abandoned Building,12/28/2011,68
Vacant/Abandoned Building,12/28/2011,67
Vacant/Abandoned Building,12/28/2011,61
Vacant/Abandoned Building,12/28/2011,61
Vacant/Abandoned Building,12/28/2011,67
Vacant/Abandoned Building,12/28/2011,30
Vacant/Abandoned Building,12/29/2011,26
Vacant/Abandoned Building,12/29/2011,38
Vacant/Abandoned Building,12/31/2011,43
Vacant/Abandoned Building,12/31/2011,67
Vacant/Abandoned Building,1/1/2012,18
Vacant/Abandoned Building,1/2/2012,27
Vacant/Abandoned Building,1/3/2012,63
Vacant/Abandoned Building,1/3/2012,24
Vacant/Abandoned Building,1/3/2012,26
Vacant/Abandoned Building,1/3/2012,39
Vacant/Abandoned Building,1/3/2012,19
Vacant/Abandoned Building,1/3/2012,26
Vacant/Abandoned Building,1/3/2012,26
Vacant/Abandoned Building,1/3/2012,26
Vacant/Abandoned Building,1/3/2012,23
Vacant/Abandoned Building,1/4/2012,70
Vacant/Abandoned Building,1/4/2012,37
Vacant/Abandoned Building,1/4/2012,25
Vacant/Abandoned Building,1/4/2012,29
Vacant/Abandoned Building,1/4/2012,29
Vacant/Abandoned Building,1/4/2012,29
Vacant/Abandoned Building,1/4/2012,29
Vacant/Abandoned Building,1/4/2012,26
Vacant/Abandoned Building,1/4/2012,42
Vacant/Abandoned Building,1/5/2012,26
Vacant/Abandoned Building,1/5/2012,25
Vacant/Abandoned Building,1/5/2012,41
Vacant/Abandoned Building,1/5/2012,68
Vacant/Abandoned Building,1/5/2012,61
Vacant/Abandoned Building,1/6/2012,71
Vacant/Abandoned Building,1/6/2012,38
Vacant/Abandoned Building,1/6/2012,68
Vacant/Abandoned Building,1/6/2012,61
Vacant/Abandoned Building,1/8/2012,23
Vacant/Abandoned Building,1/9/2012,27
Vacant/Abandoned Building,1/9/2012,71
Vacant/Abandoned Building,1/9/2012,67
Vacant/Abandoned Building,1/9/2012,25
Vacant/Abandoned Building,1/9/2012,66
Vacant/Abandoned Building,1/10/2012,71
Vacant/Abandoned Building,1/10/2012,66
Vacant/Abandoned Building,1/10/2012,25
Vacant/Abandoned Building,1/10/2012,45
Vacant/Abandoned Building,1/10/2012,23
Vacant/Abandoned Building,1/10/2012,23
Vacant/Abandoned Building,1/10/2012,26
Vacant/Abandoned Building,1/10/2012,61
Vacant/Abandoned Building,1/10/2012,67
Vacant/Abandoned Building,1/11/2012,70
Vacant/Abandoned Building,1/11/2012,29
Vacant/Abandoned Building,1/11/2012,2
Vacant/Abandoned Building,1/11/2012,27
Vacant/Abandoned Building,1/11/2012,27
Vacant/Abandoned Building,1/11/2012,57
Vacant/Abandoned Building,1/12/2012,25
Vacant/Abandoned Building,1/12/2012,49
Vacant/Abandoned Building,1/12/2012,27
Vacant/Abandoned Building,1/12/2012,26
Vacant/Abandoned Building,1/12/2012,67
Vacant/Abandoned Building,1/13/2012,68
Vacant/Abandoned Building,1/13/2012,68
Vacant/Abandoned Building,1/13/2012,43
Vacant/Abandoned Building,1/13/2012,68
Vacant/Abandoned Building,1/13/2012,19
Vacant/Abandoned Building,1/13/2012,8
Vacant/Abandoned Building,1/14/2012,67
Vacant/Abandoned Building,1/14/2012,64
Vacant/Abandoned Building,1/17/2012,25
Vacant/Abandoned Building,1/17/2012,44
Vacant/Abandoned Building,1/17/2012,70
Vacant/Abandoned Building,1/17/2012,27
Vacant/Abandoned Building,1/17/2012,23
Vacant/Abandoned Building,1/18/2012,67
Vacant/Abandoned Building,1/18/2012,52
Vacant/Abandoned Building,1/18/2012,22
Vacant/Abandoned Building,1/18/2012,68
Vacant/Abandoned Building,1/18/2012,61
Vacant/Abandoned Building,1/19/2012,27
Vacant/Abandoned Building,1/19/2012,66
Vacant/Abandoned Building,1/19/2012,25
Vacant/Abandoned Building,1/19/2012,25
Vacant/Abandoned Building,1/19/2012,26
Vacant/Abandoned Building,1/19/2012,42
Vacant/Abandoned Building,1/20/2012,29
Vacant/Abandoned Building,1/23/2012,67
Vacant/Abandoned Building,1/23/2012,61
Vacant/Abandoned Building,1/24/2012,53
Vacant/Abandoned Building,1/24/2012,69
Vacant/Abandoned Building,1/24/2012,27
Vacant/Abandoned Building,1/25/2012,46
Vacant/Abandoned Building,1/25/2012,27
Vacant/Abandoned Building,1/25/2012,29
Vacant/Abandoned Building,1/25/2012,16
Vacant/Abandoned Building,1/26/2012,67
Vacant/Abandoned Building,1/26/2012,28
Vacant/Abandoned Building,1/26/2012,25
Vacant/Abandoned Building,1/26/2012,25
Vacant/Abandoned Building,1/26/2012,25
Vacant/Abandoned Building,1/26/2012,25
Vacant/Abandoned Building,1/27/2012,25
