Report, Date,Community Area
Vacant/Abandoned Building,11/16/2012,69
Vacant/Abandoned Building,11/17/2012,26
Vacant/Abandoned Building,11/17/2012,25
Vacant/Abandoned Building,11/18/2012,40
Vacant/Abandoned Building,11/18/2012,29
Vacant/Abandoned Building,11/18/2012,61
Vacant/Abandoned Building,11/19/2012,26
Vacant/Abandoned Building,11/19/2012,42
Vacant/Abandoned Building,11/19/2012,21
Vacant/Abandoned Building,11/20/2012,36
Vacant/Abandoned Building,11/20/2012,52
Vacant/Abandoned Building,11/20/2012,36
Vacant/Abandoned Building,11/20/2012,23
Vacant/Abandoned Building,11/20/2012,49
Vacant/Abandoned Building,11/20/2012,47
Vacant/Abandoned Building,11/21/2012,67
Vacant/Abandoned Building,11/21/2012,39
Vacant/Abandoned Building,11/22/2012,66
Vacant/Abandoned Building,11/22/2012,27
Vacant/Abandoned Building,11/22/2012,28
Vacant/Abandoned Building,11/23/2012,46
Vacant/Abandoned Building,11/23/2012,25
Vacant/Abandoned Building,11/23/2012,67
Vacant/Abandoned Building,11/23/2012,26
Vacant/Abandoned Building,11/24/2012,49
Vacant/Abandoned Building,11/24/2012,68
Vacant/Abandoned Building,11/24/2012,44
Vacant/Abandoned Building,11/26/2012,52
Vacant/Abandoned Building,11/26/2012,25
Vacant/Abandoned Building,11/27/2012,31
Vacant/Abandoned Building,11/27/2012,27
Vacant/Abandoned Building,11/27/2012,44
Vacant/Abandoned Building,11/27/2012,25
Vacant/Abandoned Building,11/28/2012,68
Vacant/Abandoned Building,11/28/2012,30
Vacant/Abandoned Building,11/28/2012,26
Vacant/Abandoned Building,11/29/2012,42
Vacant/Abandoned Building,11/29/2012,44
Vacant/Abandoned Building,11/29/2012,67
Vacant/Abandoned Building,11/29/2012,66
Vacant/Abandoned Building,11/30/2012,52
Vacant/Abandoned Building,11/30/2012,61
Vacant/Abandoned Building,11/30/2012,25
Vacant/Abandoned Building,12/1/2012,26
Vacant/Abandoned Building,12/1/2012,38
Vacant/Abandoned Building,12/2/2012,26
Vacant/Abandoned Building,12/3/2012,27
Vacant/Abandoned Building,12/3/2012,26
Vacant/Abandoned Building,12/3/2012,35
Vacant/Abandoned Building,12/3/2012,59
Vacant/Abandoned Building,12/4/2012,26
Vacant/Abandoned Building,12/4/2012,26
Vacant/Abandoned Building,12/4/2012,61
Vacant/Abandoned Building,12/5/2012,52
Vacant/Abandoned Building,12/5/2012,7
Vacant/Abandoned Building,12/5/2012,69
Vacant/Abandoned Building,12/5/2012,15
Vacant/Abandoned Building,12/6/2012,25
Vacant/Abandoned Building,12/6/2012,71
Vacant/Abandoned Building,12/6/2012,67
Vacant/Abandoned Building,12/6/2012,27
Vacant/Abandoned Building,12/7/2012,29
Vacant/Abandoned Building,12/7/2012,25
Vacant/Abandoned Building,12/7/2012,29
Vacant/Abandoned Building,12/7/2012,23
Vacant/Abandoned Building,12/7/2012,23
Vacant/Abandoned Building,12/8/2012,27
Vacant/Abandoned Building,12/8/2012,15
Vacant/Abandoned Building,12/9/2012,75
Vacant/Abandoned Building,12/9/2012,22
Vacant/Abandoned Building,12/10/2012,25
Vacant/Abandoned Building,12/10/2012,10
Vacant/Abandoned Building,12/10/2012,26
Vacant/Abandoned Building,12/10/2012,27
Vacant/Abandoned Building,12/10/2012,25
Vacant/Abandoned Building,12/11/2012,68
Vacant/Abandoned Building,12/11/2012,22
Vacant/Abandoned Building,12/11/2012,2
Vacant/Abandoned Building,12/12/2012,53
Vacant/Abandoned Building,12/12/2012,51
Vacant/Abandoned Building,12/12/2012,26
Vacant/Abandoned Building,12/13/2012,63
Vacant/Abandoned Building,12/13/2012,26
Vacant/Abandoned Building,12/13/2012,26
Vacant/Abandoned Building,12/13/2012,26
Vacant/Abandoned Building,12/13/2012,26
Vacant/Abandoned Building,12/13/2012,27
Vacant/Abandoned Building,12/13/2012,26
Vacant/Abandoned Building,12/13/2012,61
Vacant/Abandoned Building,12/13/2012,61
Vacant/Abandoned Building,12/14/2012,23
Vacant/Abandoned Building,12/14/2012,66
Vacant/Abandoned Building,12/16/2012,68
Vacant/Abandoned Building,12/16/2012,66
Vacant/Abandoned Building,12/17/2012,63
Vacant/Abandoned Building,12/17/2012,63
Vacant/Abandoned Building,12/17/2012,68
Vacant/Abandoned Building,12/17/2012,23
Vacant/Abandoned Building,12/18/2012,67
Vacant/Abandoned Building,12/18/2012,44
Vacant/Abandoned Building,12/18/2012,25
Vacant/Abandoned Building,12/18/2012,58
Vacant/Abandoned Building,12/18/2012,68
Vacant/Abandoned Building,12/19/2012,25
Vacant/Abandoned Building,12/19/2012,38
Vacant/Abandoned Building,12/19/2012,67
Vacant/Abandoned Building,12/19/2012,46
Vacant/Abandoned Building,12/19/2012,67
Vacant/Abandoned Building,12/19/2012,23
Vacant/Abandoned Building,12/19/2012,23
Vacant/Abandoned Building,12/20/2012,61
Vacant/Abandoned Building,12/20/2012,25
Vacant/Abandoned Building,12/20/2012,11
Vacant/Abandoned Building,12/20/2012,27
Vacant/Abandoned Building,12/21/2012,25
Vacant/Abandoned Building,12/21/2012,68
Vacant/Abandoned Building,12/24/2012,26
Vacant/Abandoned Building,12/25/2012,43
Vacant/Abandoned Building,12/27/2012,35
Vacant/Abandoned Building,12/27/2012,61
Vacant/Abandoned Building,12/27/2012,29
Vacant/Abandoned Building,12/28/2012,67
Vacant/Abandoned Building,12/28/2012,69
Vacant/Abandoned Building,12/28/2012,26
Vacant/Abandoned Building,12/28/2012,7
Vacant/Abandoned Building,12/30/2012,31
Vacant/Abandoned Building,12/31/2012,7
Vacant/Abandoned Building,1/4/2013,68
Vacant/Abandoned Building,1/4/2013,61
Vacant/Abandoned Building,1/4/2013,61
Vacant/Abandoned Building,1/4/2013,67
Vacant/Abandoned Building,1/4/2013,67
Vacant/Abandoned Building,1/6/2013,27
Vacant/Abandoned Building,1/6/2013,8
Vacant/Abandoned Building,1/7/2013,66
Vacant/Abandoned Building,1/7/2013,68
Vacant/Abandoned Building,1/7/2013,61
Vacant/Abandoned Building,1/7/2013,61
Vacant/Abandoned Building,1/8/2013,46
Vacant/Abandoned Building,1/8/2013,25
Vacant/Abandoned Building,1/8/2013,61
Vacant/Abandoned Building,1/8/2013,53
Vacant/Abandoned Building,1/8/2013,25
Vacant/Abandoned Building,1/8/2013,25
Vacant/Abandoned Building,1/8/2013,68
Vacant/Abandoned Building,1/8/2013,68
Vacant/Abandoned Building,1/9/2013,29
Vacant/Abandoned Building,1/9/2013,26
Vacant/Abandoned Building,1/9/2013,68
Vacant/Abandoned Building,1/9/2013,46
Vacant/Abandoned Building,1/9/2013,26
Vacant/Abandoned Building,1/9/2013,26
Vacant/Abandoned Building,1/9/2013,24
Vacant/Abandoned Building,1/9/2013,49
Vacant/Abandoned Building,1/10/2013,26
Vacant/Abandoned Building,1/10/2013,26
Vacant/Abandoned Building,1/10/2013,66
Vacant/Abandoned Building,1/11/2013,68
Vacant/Abandoned Building,1/11/2013,22
Vacant/Abandoned Building,1/11/2013,67
Vacant/Abandoned Building,1/11/2013,26
Vacant/Abandoned Building,1/11/2013,26
Vacant/Abandoned Building,1/14/2013,25
Vacant/Abandoned Building,1/14/2013,60
Vacant/Abandoned Building,1/14/2013,19
Vacant/Abandoned Building,1/15/2013,25
Vacant/Abandoned Building,1/15/2013,10
Vacant/Abandoned Building,1/15/2013,61
Vacant/Abandoned Building,1/15/2013,26
Vacant/Abandoned Building,1/15/2013,26
Vacant/Abandoned Building,1/16/2013,68
Vacant/Abandoned Building,1/16/2013,26
Vacant/Abandoned Building,1/16/2013,26
Vacant/Abandoned Building,1/16/2013,25
Vacant/Abandoned Building,1/17/2013,23
Vacant/Abandoned Building,1/17/2013,21
Vacant/Abandoned Building,1/17/2013,67
Vacant/Abandoned Building,1/17/2013,7
Vacant/Abandoned Building,1/18/2013,69
Vacant/Abandoned Building,1/18/2013,27
Vacant/Abandoned Building,1/18/2013,23
Vacant/Abandoned Building,1/19/2013,26
Vacant/Abandoned Building,1/19/2013,25
Vacant/Abandoned Building,1/19/2013,23
Vacant/Abandoned Building,1/20/2013,67
Vacant/Abandoned Building,1/21/2013,42
Vacant/Abandoned Building,1/22/2013,25
Vacant/Abandoned Building,1/22/2013,73
Vacant/Abandoned Building,1/22/2013,23
Vacant/Abandoned Building,1/22/2013,23
Vacant/Abandoned Building,1/22/2013,27
Vacant/Abandoned Building,1/22/2013,38
Vacant/Abandoned Building,1/22/2013,67
Vacant/Abandoned Building,1/23/2013,67
Vacant/Abandoned Building,1/23/2013,29
Vacant/Abandoned Building,1/23/2013,19
Vacant/Abandoned Building,1/24/2013,26
Vacant/Abandoned Building,1/24/2013,67
Vacant/Abandoned Building,1/24/2013,27
Vacant/Abandoned Building,1/24/2013,68
Vacant/Abandoned Building,1/24/2013,68
Vacant/Abandoned Building,1/24/2013,27
Vacant/Abandoned Building,1/24/2013,27
Vacant/Abandoned Building,1/24/2013,23
Vacant/Abandoned Building,1/25/2013,25
Vacant/Abandoned Building,1/25/2013,73
Vacant/Abandoned Building,1/25/2013,29
Vacant/Abandoned Building,1/25/2013,26
Vacant/Abandoned Building,1/28/2013,23
Vacant/Abandoned Building,1/28/2013,27
Vacant/Abandoned Building,1/29/2013,9
Vacant/Abandoned Building,1/29/2013,37
Vacant/Abandoned Building,1/29/2013,26
Vacant/Abandoned Building,1/30/2013,42
Vacant/Abandoned Building,1/30/2013,52
Vacant/Abandoned Building,2/1/2013,15
Vacant/Abandoned Building,2/1/2013,23
Vacant/Abandoned Building,2/1/2013,67
Vacant/Abandoned Building,2/1/2013,25
Vacant/Abandoned Building,2/1/2013,25
Vacant/Abandoned Building,2/1/2013,25
Vacant/Abandoned Building,2/1/2013,25
Vacant/Abandoned Building,2/1/2013,26
Vacant/Abandoned Building,2/2/2013,25
Vacant/Abandoned Building,2/3/2013,29
Vacant/Abandoned Building,2/4/2013,23
Vacant/Abandoned Building,2/4/2013,26
Vacant/Abandoned Building,2/5/2013,22
Vacant/Abandoned Building,2/5/2013,21
Vacant/Abandoned Building,2/5/2013,25
Vacant/Abandoned Building,2/5/2013,71
Vacant/Abandoned Building,2/5/2013,67
Vacant/Abandoned Building,2/5/2013,67
Vacant/Abandoned Building,2/5/2013,67
Vacant/Abandoned Building,2/5/2013,61
Vacant/Abandoned Building,2/5/2013,25
Vacant/Abandoned Building,2/6/2013,23
Vacant/Abandoned Building,2/6/2013,25
Vacant/Abandoned Building,2/6/2013,25
Vacant/Abandoned Building,2/6/2013,62
Vacant/Abandoned Building,2/7/2013,61
Vacant/Abandoned Building,2/8/2013,66
Vacant/Abandoned Building,2/8/2013,61
Vacant/Abandoned Building,2/10/2013,58
Vacant/Abandoned Building,2/11/2013,67
Vacant/Abandoned Building,2/11/2013,63
Vacant/Abandoned Building,2/11/2013,21
Vacant/Abandoned Building,2/11/2013,30
Vacant/Abandoned Building,2/12/2013,29
Vacant/Abandoned Building,2/12/2013,68
Vacant/Abandoned Building,2/12/2013,25
Vacant/Abandoned Building,2/12/2013,23
Vacant/Abandoned Building,2/13/2013,25
Vacant/Abandoned Building,2/13/2013,26
Vacant/Abandoned Building,2/13/2013,26
Vacant/Abandoned Building,2/13/2013,26
Vacant/Abandoned Building,2/14/2013,23
Vacant/Abandoned Building,2/14/2013,28
Vacant/Abandoned Building,2/14/2013,52
Vacant/Abandoned Building,2/14/2013,61
Vacant/Abandoned Building,2/15/2013,27
Vacant/Abandoned Building,2/15/2013,27
Vacant/Abandoned Building,2/15/2013,66
Vacant/Abandoned Building,2/17/2013,27
Vacant/Abandoned Building,2/18/2013,66
Vacant/Abandoned Building,2/19/2013,23
Vacant/Abandoned Building,2/19/2013,16
Vacant/Abandoned Building,2/19/2013,56
Vacant/Abandoned Building,2/19/2013,22
Vacant/Abandoned Building,2/19/2013,67
Vacant/Abandoned Building,2/21/2013,27
Vacant/Abandoned Building,2/21/2013,27
Vacant/Abandoned Building,2/21/2013,29
Vacant/Abandoned Building,2/21/2013,29
Vacant/Abandoned Building,2/21/2013,68
Vacant/Abandoned Building,2/21/2013,61
Vacant/Abandoned Building,2/21/2013,23
Vacant/Abandoned Building,2/21/2013,26
Vacant/Abandoned Building,2/22/2013,75
Vacant/Abandoned Building,2/22/2013,25
Vacant/Abandoned Building,2/23/2013,29
Vacant/Abandoned Building,2/24/2013,21
Vacant/Abandoned Building,2/25/2013,67
Vacant/Abandoned Building,2/28/2013,25
Vacant/Abandoned Building,2/28/2013,26
Vacant/Abandoned Building,2/28/2013,25
Vacant/Abandoned Building,3/5/2013,28
Vacant/Abandoned Building,3/5/2013,26
Vacant/Abandoned Building,3/5/2013,26
Vacant/Abandoned Building,3/7/2013,25
Vacant/Abandoned Building,3/7/2013,25
Vacant/Abandoned Building,3/7/2013,23
Vacant/Abandoned Building,3/7/2013,27
Vacant/Abandoned Building,3/12/2013,19
Vacant/Abandoned Building,3/12/2013,26
Vacant/Abandoned Building,3/13/2013,23
Vacant/Abandoned Building,3/13/2013,25
Vacant/Abandoned Building,3/15/2013,43
Vacant/Abandoned Building,3/16/2013,68
Vacant/Abandoned Building,3/18/2013,29
Vacant/Abandoned Building,3/18/2013,30
Vacant/Abandoned Building,3/18/2013,67
Vacant/Abandoned Building,3/20/2013,26
Vacant/Abandoned Building,3/20/2013,66
Vacant/Abandoned Building,3/22/2013,25
Vacant/Abandoned Building,3/22/2013,23
Vacant/Abandoned Building,3/23/2013,71
Vacant/Abandoned Building,3/25/2013,26
Vacant/Abandoned Building,3/29/2013,16
Vacant/Abandoned Building,3/29/2013,29
Vacant/Abandoned Building,4/1/2013,23
Vacant/Abandoned Building,4/2/2013,22
Vacant/Abandoned Building,4/3/2013,67
Vacant/Abandoned Building,1/29/2013,23
Vacant/Abandoned Building,1/14/2013,68
Vacant/Abandoned Building,12/13/2012,67
Vacant/Abandoned Building,7/13/2012,67
Vacant/Abandoned Building,3/20/2013,25
Vacant/Abandoned Building,2/11/2013,68
Vacant/Abandoned Building,12/12/2012,53
Vacant/Abandoned Building,5/18/2012,68
Vacant/Abandoned Building,5/10/2012,68
Vacant/Abandoned Building,3/27/2013,19
Vacant/Abandoned Building,4/9/2013,61
Vacant/Abandoned Building,4/5/2013,68
Vacant/Abandoned Building,8/20/2012,38
Vacant/Abandoned Building,1/10/2013,71
Vacant/Abandoned Building,1/14/2013,25
Vacant/Abandoned Building,4/5/2012,22
Vacant/Abandoned Building,4/1/2013,26
Vacant/Abandoned Building,3/27/2013,25
Vacant/Abandoned Building,1/11/2013,42
Vacant/Abandoned Building,5/25/2012,61
Vacant/Abandoned Building,2/18/2013,27
Vacant/Abandoned Building,10/31/2012,68
Vacant/Abandoned Building,7/20/2012,61
Vacant/Abandoned Building,4/12/2013,26
Vacant/Abandoned Building,4/11/2013,26
Vacant/Abandoned Building,3/28/2013,25
Vacant/Abandoned Building,9/28/2012,69
Vacant/Abandoned Building,1/4/2013,68
Vacant/Abandoned Building,8/29/2012,53
Vacant/Abandoned Building,6/23/2012,25
Vacant/Abandoned Building,7/20/2012,61
Vacant/Abandoned Building,3/6/2012,38
Vacant/Abandoned Building,4/9/2013,23
Vacant/Abandoned Building,3/20/2013,27
Vacant/Abandoned Building,1/6/2013,68
Vacant/Abandoned Building,1/6/2013,68
Vacant/Abandoned Building,1/8/2013,68
Vacant/Abandoned Building,1/4/2013,68
Vacant/Abandoned Building,5/2/2013,25
Vacant/Abandoned Building,4/30/2013,26
Vacant/Abandoned Building,4/30/2013,26
Vacant/Abandoned Building,4/26/2013,27
Vacant/Abandoned Building,4/27/2013,25
Vacant/Abandoned Building,4/24/2013,26
Vacant/Abandoned Building,4/22/2013,26
Vacant/Abandoned Building,4/23/2013,26
Vacant/Abandoned Building,4/16/2013,26
Vacant/Abandoned Building,4/11/2013,26
Vacant/Abandoned Building,4/11/2013,26
Vacant/Abandoned Building,3/20/2013,27
Vacant/Abandoned Building,3/21/2013,26
Vacant/Abandoned Building,3/22/2013,25
Vacant/Abandoned Building,3/23/2013,43
Vacant/Abandoned Building,10/19/2012,43
Vacant/Abandoned Building,2/8/2012,43
Vacant/Abandoned Building,3/31/2013,42
Vacant/Abandoned Building,3/19/2012,53
Vacant/Abandoned Building,5/4/2013,61
Vacant/Abandoned Building,3/7/2013,67
Vacant/Abandoned Building,1/4/2013,61
Vacant/Abandoned Building,4/28/2012,53
Vacant/Abandoned Building,5/7/2013,35
Vacant/Abandoned Building,4/26/2013,61
Vacant/Abandoned Building,5/6/2013,37
Vacant/Abandoned Building,5/6/2013,68
Vacant/Abandoned Building,5/3/2013,36
Vacant/Abandoned Building,5/3/2013,15
Vacant/Abandoned Building,5/3/2013,5
Vacant/Abandoned Building,4/30/2013,38
Vacant/Abandoned Building,5/1/2013,43
Vacant/Abandoned Building,5/1/2013,60
Vacant/Abandoned Building,5/1/2013,43
Vacant/Abandoned Building,5/2/2013,44
Vacant/Abandoned Building,4/25/2013,49
Vacant/Abandoned Building,4/27/2013,46
Vacant/Abandoned Building,3/30/2013,19
Vacant/Abandoned Building,2/12/2013,49
Vacant/Abandoned Building,1/24/2013,49
Vacant/Abandoned Building,1/11/2013,49
Vacant/Abandoned Building,12/25/2012,49
Vacant/Abandoned Building,5/16/2012,69
Vacant/Abandoned Building,5/21/2012,49
Vacant/Abandoned Building,4/18/2012,69
Vacant/Abandoned Building,3/23/2012,69
Vacant/Abandoned Building,3/6/2012,69
Vacant/Abandoned Building,5/7/2013,68
Vacant/Abandoned Building,4/30/2013,10
Vacant/Abandoned Building,4/30/2013,67
Vacant/Abandoned Building,4/26/2013,67
Vacant/Abandoned Building,4/29/2013,68
Vacant/Abandoned Building,4/21/2013,67
Vacant/Abandoned Building,2/6/2013,68
Vacant/Abandoned Building,2/8/2013,53
Vacant/Abandoned Building,10/29/2012,50
Vacant/Abandoned Building,6/22/2012,69
Vacant/Abandoned Building,3/16/2012,53
Vacant/Abandoned Building,5/14/2013,75
Vacant/Abandoned Building,5/9/2013,53
Vacant/Abandoned Building,4/24/2013,53
Vacant/Abandoned Building,4/25/2013,75
Vacant/Abandoned Building,5/7/2012,75
Vacant/Abandoned Building,3/18/2012,5
Vacant/Abandoned Building,5/15/2013,53
Vacant/Abandoned Building,5/15/2013,61
Vacant/Abandoned Building,5/14/2013,68
Vacant/Abandoned Building,5/14/2013,68
Vacant/Abandoned Building,5/6/2013,17
Vacant/Abandoned Building,2/25/2013,69
Vacant/Abandoned Building,11/29/2012,19
Vacant/Abandoned Building,9/12/2012,69
Vacant/Abandoned Building,3/30/2012,44
Vacant/Abandoned Building,1/13/2012,72
Vacant/Abandoned Building,5/17/2013,29
Vacant/Abandoned Building,5/3/2013,27
Vacant/Abandoned Building,5/1/2013,69
Vacant/Abandoned Building,4/29/2013,67
Vacant/Abandoned Building,11/28/2012,68
Vacant/Abandoned Building,7/10/2012,51
Vacant/Abandoned Building,5/17/2013,53
Vacant/Abandoned Building,5/8/2013,67
Vacant/Abandoned Building,5/9/2013,68
Vacant/Abandoned Building,5/4/2013,77
Vacant/Abandoned Building,4/30/2013,68
Vacant/Abandoned Building,4/26/2013,8
Vacant/Abandoned Building,8/22/2012,69
Vacant/Abandoned Building,7/13/2012,71
Vacant/Abandoned Building,5/21/2013,17
Vacant/Abandoned Building,5/10/2013,67
Vacant/Abandoned Building,5/11/2013,68
Vacant/Abandoned Building,5/7/2013,66
Vacant/Abandoned Building,5/3/2013,71
Vacant/Abandoned Building,5/6/2013,67
Vacant/Abandoned Building,5/2/2013,44
Vacant/Abandoned Building,4/22/2013,71
Vacant/Abandoned Building,3/19/2013,69
Vacant/Abandoned Building,12/8/2012,71
Vacant/Abandoned Building,8/1/2012,71
Vacant/Abandoned Building,5/20/2013,23
Vacant/Abandoned Building,5/15/2013,27
Vacant/Abandoned Building,4/16/2013,41
Vacant/Abandoned Building,4/8/2013,51
Vacant/Abandoned Building,3/28/2013,69
Vacant/Abandoned Building,2/2/2013,67
Vacant/Abandoned Building,2/9/2013,69
Vacant/Abandoned Building,1/7/2013,68
Vacant/Abandoned Building,1/9/2013,68
Vacant/Abandoned Building,1/4/2013,68
Vacant/Abandoned Building,12/12/2012,44
Vacant/Abandoned Building,8/7/2012,67
Vacant/Abandoned Building,8/5/2012,68
Vacant/Abandoned Building,6/9/2012,68
Vacant/Abandoned Building,5/21/2012,53
Vacant/Abandoned Building,5/25/2012,67
Vacant/Abandoned Building,4/28/2012,69
Vacant/Abandoned Building,4/9/2012,69
Vacant/Abandoned Building,3/11/2012,53
Vacant/Abandoned Building,5/20/2013,67
Vacant/Abandoned Building,5/20/2013,42
Vacant/Abandoned Building,5/18/2013,67
Vacant/Abandoned Building,5/10/2013,26
Vacant/Abandoned Building,5/8/2013,23
Vacant/Abandoned Building,5/5/2013,66
Vacant/Abandoned Building,5/6/2013,42
Vacant/Abandoned Building,5/1/2013,27
Vacant/Abandoned Building,4/21/2013,23
Vacant/Abandoned Building,5/16/2013,67
Vacant/Abandoned Building,4/18/2013,6
Vacant/Abandoned Building,2/6/2013,71
Vacant/Abandoned Building,10/29/2012,44
Vacant/Abandoned Building,10/30/2012,71
Vacant/Abandoned Building,9/1/2012,71
Vacant/Abandoned Building,8/13/2012,49
Vacant/Abandoned Building,6/30/2012,44
Vacant/Abandoned Building,6/12/2012,44
Vacant/Abandoned Building,5/21/2013,58
Vacant/Abandoned Building,9/19/2012,69
Vacant/Abandoned Building,8/31/2012,53
Vacant/Abandoned Building,7/25/2012,44
Vacant/Abandoned Building,1/10/2013,53
Vacant/Abandoned Building,5/30/2013,49
Vacant/Abandoned Building,5/25/2013,23
Vacant/Abandoned Building,5/25/2013,27
Vacant/Abandoned Building,5/27/2013,23
Vacant/Abandoned Building,5/21/2013,25
Vacant/Abandoned Building,5/15/2013,27
Vacant/Abandoned Building,1/11/2013,49
Vacant/Abandoned Building,5/25/2013,23
Vacant/Abandoned Building,5/25/2013,23
Vacant/Abandoned Building,5/23/2013,23
Vacant/Abandoned Building,5/17/2013,24
Vacant/Abandoned Building,5/14/2013,18
Vacant/Abandoned Building,5/7/2013,69
Vacant/Abandoned Building,5/3/2013,69
Vacant/Abandoned Building,4/10/2013,49
Vacant/Abandoned Building,4/12/2013,37
Vacant/Abandoned Building,3/27/2013,42
Vacant/Abandoned Building,1/31/2013,53
Vacant/Abandoned Building,12/21/2012,69
Vacant/Abandoned Building,11/25/2012,50
Vacant/Abandoned Building,8/30/2012,68
Vacant/Abandoned Building,8/17/2012,69
Vacant/Abandoned Building,4/27/2012,54
Vacant/Abandoned Building,2/26/2012,53
Vacant/Abandoned Building,5/30/2013,23
Vacant/Abandoned Building,5/29/2013,25
Vacant/Abandoned Building,5/28/2013,53
Vacant/Abandoned Building,5/9/2013,31
Vacant/Abandoned Building,2/13/2013,69
Vacant/Abandoned Building,11/19/2012,6
Vacant/Abandoned Building,10/12/2012,53
Vacant/Abandoned Building,9/16/2012,44
Vacant/Abandoned Building,8/13/2012,69
Vacant/Abandoned Building,4/16/2012,49
Vacant/Abandoned Building,5/20/2013,49
Vacant/Abandoned Building,5/20/2013,49
Vacant/Abandoned Building,5/1/2013,67
Vacant/Abandoned Building,3/22/2013,69
Vacant/Abandoned Building,2/7/2013,68
Vacant/Abandoned Building,10/20/2012,68
Vacant/Abandoned Building,7/24/2012,69
Vacant/Abandoned Building,5/24/2013,16
Vacant/Abandoned Building,1/29/2013,53
Vacant/Abandoned Building,10/2/2012,68
Vacant/Abandoned Building,6/21/2012,44
Vacant/Abandoned Building,4/29/2012,44
Vacant/Abandoned Building,3/21/2012,68
Vacant/Abandoned Building,3/19/2012,44
Vacant/Abandoned Building,6/3/2013,18
Vacant/Abandoned Building,5/24/2013,38
Vacant/Abandoned Building,4/29/2013,53
Vacant/Abandoned Building,4/29/2013,53
Vacant/Abandoned Building,2/14/2013,44
Vacant/Abandoned Building,11/17/2012,68
Vacant/Abandoned Building,9/11/2012,5
Vacant/Abandoned Building,6/4/2013,25
Vacant/Abandoned Building,6/3/2013,25
Vacant/Abandoned Building,6/3/2013,25
Vacant/Abandoned Building,6/1/2013,25
Vacant/Abandoned Building,5/30/2013,23
Vacant/Abandoned Building,5/9/2012,67
Vacant/Abandoned Building,6/5/2013,25
Vacant/Abandoned Building,6/4/2013,42
Vacant/Abandoned Building,5/31/2013,73
Vacant/Abandoned Building,6/1/2013,29
Vacant/Abandoned Building,6/3/2013,60
Vacant/Abandoned Building,5/30/2013,29
Vacant/Abandoned Building,5/29/2013,42
Vacant/Abandoned Building,5/23/2013,52
Vacant/Abandoned Building,5/3/2013,29
Vacant/Abandoned Building,4/27/2013,46
Vacant/Abandoned Building,4/21/2013,52
Vacant/Abandoned Building,4/9/2013,24
Vacant/Abandoned Building,4/2/2013,52
Vacant/Abandoned Building,3/29/2013,52
Vacant/Abandoned Building,3/5/2013,49
Vacant/Abandoned Building,3/5/2013,49
Vacant/Abandoned Building,2/6/2013,68
Vacant/Abandoned Building,1/7/2013,49
Vacant/Abandoned Building,1/7/2013,49
Vacant/Abandoned Building,2/26/2012,49
Vacant/Abandoned Building,6/10/2013,29
Vacant/Abandoned Building,6/7/2013,26
Vacant/Abandoned Building,6/6/2013,25
Vacant/Abandoned Building,5/30/2013,19
Vacant/Abandoned Building,4/2/2013,49
Vacant/Abandoned Building,2/12/2013,69
Vacant/Abandoned Building,1/2/2013,53
Vacant/Abandoned Building,12/10/2012,67
Vacant/Abandoned Building,12/5/2012,71
Vacant/Abandoned Building,3/23/2012,43
Vacant/Abandoned Building,6/11/2013,26
Vacant/Abandoned Building,6/11/2013,26
Vacant/Abandoned Building,6/6/2013,39
Vacant/Abandoned Building,5/29/2013,27
Vacant/Abandoned Building,5/24/2013,46
Vacant/Abandoned Building,4/13/2013,46
Vacant/Abandoned Building,2/15/2013,46
Vacant/Abandoned Building,1/28/2013,46
Vacant/Abandoned Building,8/28/2012,44
Vacant/Abandoned Building,4/19/2013,73
Vacant/Abandoned Building,3/15/2013,73
Vacant/Abandoned Building,12/23/2012,67
Vacant/Abandoned Building,9/1/2012,71
Vacant/Abandoned Building,6/5/2012,73
Vacant/Abandoned Building,5/23/2012,71
Vacant/Abandoned Building,3/1/2012,67
Vacant/Abandoned Building,1/14/2012,67
Vacant/Abandoned Building,5/10/2013,44
Vacant/Abandoned Building,3/25/2013,69
Vacant/Abandoned Building,3/20/2013,71
Vacant/Abandoned Building,2/7/2013,71
Vacant/Abandoned Building,9/5/2012,67
Vacant/Abandoned Building,9/7/2012,71
Vacant/Abandoned Building,2/26/2012,49
Vacant/Abandoned Building,3/31/2013,37
Vacant/Abandoned Building,2/2/2012,36
Vacant/Abandoned Building,6/8/2013,71
Vacant/Abandoned Building,6/8/2013,61
Vacant/Abandoned Building,6/7/2013,71
Vacant/Abandoned Building,6/5/2013,21
Vacant/Abandoned Building,6/4/2013,25
Vacant/Abandoned Building,5/13/2013,39
Vacant/Abandoned Building,3/13/2013,49
Vacant/Abandoned Building,3/7/2013,68
Vacant/Abandoned Building,12/25/2012,45
Vacant/Abandoned Building,12/31/2012,46
Vacant/Abandoned Building,10/3/2012,49
Vacant/Abandoned Building,9/19/2012,47
Vacant/Abandoned Building,9/14/2012,46
Vacant/Abandoned Building,8/31/2012,67
Vacant/Abandoned Building,8/6/2012,49
Vacant/Abandoned Building,8/6/2012,49
Vacant/Abandoned Building,6/14/2013,67
Vacant/Abandoned Building,6/13/2013,26
Vacant/Abandoned Building,6/13/2013,26
Vacant/Abandoned Building,6/11/2013,67
Vacant/Abandoned Building,6/6/2013,26
Vacant/Abandoned Building,6/4/2013,26
Vacant/Abandoned Building,6/4/2013,26
Vacant/Abandoned Building,5/31/2013,69
Vacant/Abandoned Building,5/30/2013,26
Vacant/Abandoned Building,5/28/2013,67
