Date, Community Area
11/21/2011,49
11/21/2011,25
11/21/2011,25
11/21/2011,12
11/22/2011,67
11/22/2011,39
11/22/2011,69
11/22/2011,66
11/22/2011,42
11/23/2011,46
11/23/2011,25
11/23/2011,27
11/23/2011,27
11/24/2011,38
11/25/2011,66
11/26/2011,44
11/27/2011,69
11/28/2011,16
11/28/2011,75
11/29/2011,43
11/29/2011,53
11/29/2011,15
11/29/2011,67
11/29/2011,66
11/29/2011,67
11/30/2011,73
11/30/2011,16
11/30/2011,38
11/30/2011,47
12/01/2011,70
12/02/2011,30
12/02/2011,44
12/02/2011,53
12/02/2011,43
12/02/2011,53
12/03/2011,66
12/03/2011,75
12/03/2011,16
12/04/2011,47
12/04/2011,46
12/05/2011,49
12/05/2011,16
12/05/2011,49
12/05/2011,43
12/06/2011,23
12/06/2011,53
12/06/2011,43
12/06/2011,77
12/06/2011,49
12/06/2011,69
12/07/2011,36
12/07/2011,46
12/07/2011,61
12/07/2011,52
12/07/2011,65
12/07/2011,46
12/07/2011,25
12/08/2011,70
12/09/2011,68
12/09/2011,67
12/09/2011,67
12/10/2011,49
12/10/2011,44
12/10/2011,68
12/11/2011,43
12/12/2011,7
12/12/2011,68
12/12/2011,46
12/12/2011,43
12/13/2011,66
12/13/2011,66
12/13/2011,4
12/13/2011,67
12/14/2011,67
12/14/2011,44
12/15/2011,23
12/15/2011,67
12/15/2011,61
12/15/2011,61
12/15/2011,53
12/15/2011,61
12/15/2011,56
12/15/2011,68
12/16/2011,53
12/16/2011,52
12/16/2011,39
12/16/2011,38
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/16/2011,68
12/17/2011,38
12/18/2011,25
12/18/2011,40
12/19/2011,26
12/19/2011,51
12/19/2011,43
12/19/2011,61
12/19/2011,61
12/19/2011,67
12/19/2011,71
12/19/2011,47
12/19/2011,25
12/19/2011,67
12/20/2011,29
12/20/2011,67
12/20/2011,73
12/20/2011,46
12/20/2011,26
12/20/2011,43
12/20/2011,39
12/20/2011,20
12/20/2011,68
12/20/2011,68
12/20/2011,61
12/20/2011,68
12/21/2011,67
12/21/2011,68
12/21/2011,61
12/21/2011,25
12/22/2011,30
12/22/2011,67
12/22/2011,67
12/22/2011,26
12/23/2011,36
12/23/2011,17
12/23/2011,49
12/23/2011,69
12/24/2011,43
12/24/2011,69
12/25/2011,25
12/26/2011,4
12/26/2011,67
12/26/2011,46
12/27/2011,1
12/27/2011,26
12/27/2011,51
12/27/2011,68
12/27/2011,68
12/27/2011,66
12/27/2011,43
12/27/2011,16
12/27/2011,61
12/27/2011,25
12/27/2011,44
12/27/2011,68
12/27/2011,68
12/27/2011,29
12/27/2011,28
12/27/2011,67
12/27/2011,68
12/27/2011,68
12/28/2011,43
12/28/2011,44
12/28/2011,61
12/28/2011,49
12/28/2011,68
12/28/2011,68
12/28/2011,67
12/28/2011,61
12/28/2011,61
12/28/2011,67
12/28/2011,30
12/29/2011,26
12/29/2011,38
12/31/2011,43
12/31/2011,67
01/01/2012,18
01/02/2012,27
01/03/2012,63
01/03/2012,24
01/03/2012,26
01/03/2012,39
01/03/2012,19
01/03/2012,26
01/03/2012,26
01/03/2012,26
01/03/2012,23
01/04/2012,70
01/04/2012,37
01/04/2012,25
01/04/2012,29
01/04/2012,29
01/04/2012,29
01/04/2012,29
01/04/2012,26
01/04/2012,42
01/05/2012,26
01/05/2012,25
01/05/2012,41
01/05/2012,68
01/05/2012,61
01/06/2012,71
01/06/2012,38
01/06/2012,68
01/06/2012,61
01/08/2012,23
01/09/2012,27
01/09/2012,71
01/09/2012,67
01/09/2012,25
01/09/2012,66
01/10/2012,71
01/10/2012,66
01/10/2012,25
01/10/2012,45
01/10/2012,23
01/10/2012,23
01/10/2012,26
01/10/2012,61
01/10/2012,67
01/11/2012,70
01/11/2012,29
01/11/2012,2
01/11/2012,27
01/11/2012,27
01/11/2012,57
01/12/2012,25
01/12/2012,49
01/12/2012,27
01/12/2012,26
01/12/2012,67
01/13/2012,68
01/13/2012,68
01/13/2012,43
01/13/2012,68
01/13/2012,19
01/13/2012,8
01/14/2012,67
01/14/2012,64
01/17/2012,25
01/17/2012,44
01/17/2012,70
01/17/2012,27
01/17/2012,23
01/18/2012,67
01/18/2012,52
01/18/2012,22
01/18/2012,68
01/18/2012,61
01/19/2012,27
01/19/2012,66
01/19/2012,25
01/19/2012,25
01/19/2012,26
01/19/2012,42
01/20/2012,29
01/23/2012,67
01/23/2012,61
01/24/2012,53
01/24/2012,69
01/24/2012,27
01/25/2012,46
01/25/2012,27
01/25/2012,29
01/25/2012,16
01/26/2012,67
01/26/2012,28
01/26/2012,25
01/26/2012,25
01/26/2012,25
01/26/2012,25
01/27/2012,25
01/28/2012,46
01/28/2012,23
01/30/2012,46
01/30/2012,44
01/30/2012,21
01/30/2012,61
01/30/2012,61
01/30/2012,61
01/30/2012,71
01/30/2012,67
01/31/2012,25
01/31/2012,67
01/31/2012,68
01/31/2012,18
01/31/2012,67
02/01/2012,15
02/01/2012,73
02/01/2012,56
02/01/2012,49
02/02/2012,42
02/02/2012,43
02/02/2012,48
02/02/2012,49
02/02/2012,66
02/02/2012,27
02/02/2012,27
02/03/2012,68
02/03/2012,25
02/03/2012,67
02/03/2012,50
02/03/2012,27
02/03/2012,23
02/03/2012,75
02/03/2012,25
02/03/2012,25
02/03/2012,25
02/03/2012,27
02/04/2012,75
02/04/2012,42
02/06/2012,49
02/06/2012,23
02/06/2012,68
02/06/2012,43
02/06/2012,26
02/06/2012,25
02/07/2012,5
02/07/2012,40
02/07/2012,68
02/07/2012,70
02/08/2012,23
02/08/2012,50
02/08/2012,53
02/09/2012,14
02/09/2012,68
02/09/2012,67
02/09/2012,53
02/09/2012,66
02/09/2012,69
02/09/2012,49
02/09/2012,46
02/10/2012,14
02/10/2012,67
02/10/2012,29
02/10/2012,26
02/10/2012,69
02/10/2012,46
02/10/2012,46
02/10/2012,27
02/10/2012,68
02/10/2012,26
02/10/2012,26
02/10/2012,26
02/10/2012,25
02/11/2012,25
02/13/2012,67
02/13/2012,61
02/13/2012,68
02/14/2012,44
02/14/2012,67
02/14/2012,14
02/14/2012,68
02/15/2012,6
02/15/2012,11
02/15/2012,23
02/15/2012,26
02/16/2012,67
02/16/2012,42
02/17/2012,71
02/17/2012,46
02/17/2012,53
02/17/2012,29
02/18/2012,49
02/18/2012,71
02/19/2012,68
02/20/2012,68
02/20/2012,69
02/21/2012,67
02/21/2012,67
02/21/2012,52
02/21/2012,67
02/21/2012,15
02/22/2012,29
02/22/2012,22
02/22/2012,68
02/22/2012,51
02/22/2012,14
02/22/2012,17
02/22/2012,25
02/23/2012,68
02/23/2012,43
02/23/2012,43
02/23/2012,23
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,50
02/23/2012,50
02/23/2012,50
02/23/2012,50
02/23/2012,50
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,68
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,49
02/23/2012,53
02/23/2012,53
02/23/2012,53
02/23/2012,53
02/23/2012,11
02/23/2012,67
02/23/2012,55
02/24/2012,67
02/24/2012,63
02/26/2012,49
02/26/2012,49
02/26/2012,49
02/26/2012,49
02/26/2012,49
02/26/2012,49
02/27/2012,71
02/27/2012,49
02/27/2012,66
02/27/2012,26
02/27/2012,26
02/27/2012,10
02/28/2012,30
02/28/2012,69
02/28/2012,26
02/28/2012,66
02/29/2012,23
02/29/2012,77
02/29/2012,44
02/29/2012,25
02/29/2012,29
02/29/2012,30
02/29/2012,49
02/29/2012,67
02/29/2012,67
02/29/2012,71
02/29/2012,45
03/01/2012,52
03/01/2012,66
03/01/2012,25
03/01/2012,41
03/01/2012,41
03/01/2012,67
03/02/2012,49
03/02/2012,25
03/02/2012,71
03/02/2012,67
03/04/2012,40
03/04/2012,71
03/04/2012,23
03/05/2012,68
03/05/2012,53
03/05/2012,19
03/06/2012,25
03/06/2012,30
03/06/2012,30
03/06/2012,43
03/06/2012,23
03/06/2012,66
03/06/2012,25
03/06/2012,27
03/06/2012,23
03/07/2012,27
03/07/2012,27
03/07/2012,27
03/07/2012,39
03/07/2012,22
03/07/2012,61
03/07/2012,62
03/07/2012,15
03/07/2012,10
03/07/2012,27
03/07/2012,71
03/07/2012,23
03/08/2012,61
03/08/2012,68
03/08/2012,68
03/08/2012,68
03/08/2012,44
03/08/2012,7
03/08/2012,68
03/08/2012,68
03/08/2012,50
03/08/2012,7
03/08/2012,68
03/08/2012,42
03/08/2012,66
03/08/2012,66
03/09/2012,22
03/09/2012,53
03/10/2012,22
03/10/2012,67
03/11/2012,42
03/11/2012,25
03/11/2012,52
03/12/2012,22
03/12/2012,23
03/12/2012,18
03/12/2012,30
03/12/2012,29
03/12/2012,25
03/12/2012,25
03/13/2012,27
03/13/2012,6
03/14/2012,66
03/14/2012,27
03/14/2012,67
03/15/2012,16
03/15/2012,23
03/15/2012,19
03/15/2012,14
03/15/2012,75
03/15/2012,6
03/15/2012,46
03/15/2012,68
03/15/2012,69
03/15/2012,19
03/15/2012,10
03/15/2012,27
03/16/2012,67
03/16/2012,17
03/16/2012,70
03/16/2012,61
03/16/2012,42
03/16/2012,49
03/17/2012,6
03/18/2012,43
03/19/2012,69
03/19/2012,19
03/19/2012,53
03/19/2012,53
03/19/2012,39
03/19/2012,29
03/19/2012,54
03/19/2012,53
03/19/2012,43
03/19/2012,42
03/19/2012,68
03/20/2012,67
03/20/2012,67
03/20/2012,74
03/20/2012,67
03/20/2012,29
03/21/2012,67
03/21/2012,21
03/21/2012,43
03/21/2012,67
03/21/2012,69
03/21/2012,45
03/21/2012,67
03/21/2012,25
03/22/2012,67
03/22/2012,67
03/22/2012,67
03/22/2012,44
03/22/2012,71
03/22/2012,71
03/22/2012,49
03/22/2012,44
03/22/2012,67
03/23/2012,23
03/23/2012,23
03/23/2012,31
03/23/2012,22
03/23/2012,68
03/23/2012,53
03/24/2012,66
03/24/2012,69
03/24/2012,66
03/24/2012,67
03/24/2012,67
03/24/2012,68
03/24/2012,49
03/25/2012,69
03/25/2012,23
03/25/2012,25
03/26/2012,4
03/26/2012,27
03/26/2012,27
03/26/2012,23
03/26/2012,39
03/26/2012,6
03/26/2012,66
03/26/2012,67
03/26/2012,23
03/27/2012,16
03/27/2012,29
03/27/2012,8
03/27/2012,66
03/27/2012,49
03/27/2012,68
03/27/2012,49
03/27/2012,23
03/27/2012,66
03/27/2012,39
03/27/2012,47
03/28/2012,49
03/29/2012,73
03/29/2012,46
03/29/2012,46
03/29/2012,25
03/29/2012,26
03/29/2012,27
03/29/2012,63
03/29/2012,62
03/29/2012,63
03/30/2012,61
03/30/2012,17
03/31/2012,54
03/31/2012,54
04/02/2012,23
04/02/2012,68
04/02/2012,38
04/02/2012,61
04/02/2012,70
04/02/2012,49
04/02/2012,25
04/02/2012,6
04/02/2012,26
04/03/2012,44
04/03/2012,60
04/03/2012,49
04/03/2012,49
04/03/2012,49
04/03/2012,49
04/03/2012,27
04/03/2012,52
04/03/2012,30
04/04/2012,52
04/04/2012,25
04/04/2012,49
04/04/2012,68
04/04/2012,68
04/05/2012,27
04/05/2012,25
04/05/2012,26
04/05/2012,67
04/05/2012,68
04/07/2012,21
04/07/2012,49
04/08/2012,21
04/08/2012,23
04/09/2012,42
04/09/2012,25
04/09/2012,69
04/09/2012,69
04/10/2012,43
04/10/2012,49
04/10/2012,25
04/10/2012,18
04/10/2012,50
04/10/2012,29
04/10/2012,63
04/10/2012,63
04/11/2012,26
04/11/2012,29
04/11/2012,4
04/11/2012,25
04/11/2012,46
04/11/2012,25
04/12/2012,67
04/12/2012,53
04/12/2012,38
04/12/2012,71
04/12/2012,44
04/12/2012,46
04/13/2012,68
04/13/2012,52
04/13/2012,16
04/13/2012,38
04/13/2012,27
04/14/2012,67
04/14/2012,53
04/14/2012,49
04/14/2012,67
04/15/2012,35
04/16/2012,19
04/16/2012,29
04/16/2012,25
04/16/2012,39
04/17/2012,60
04/17/2012,66
04/17/2012,21
04/17/2012,46
04/17/2012,70
04/17/2012,30
04/17/2012,25
04/17/2012,26
04/17/2012,70
04/17/2012,25
04/18/2012,43
04/18/2012,29
04/18/2012,24
04/18/2012,53
04/18/2012,67
04/18/2012,30
04/18/2012,27
04/18/2012,49
04/18/2012,36
04/19/2012,14
04/19/2012,71
04/19/2012,27
04/19/2012,46
04/19/2012,69
04/19/2012,73
04/19/2012,68
04/19/2012,23
04/20/2012,52
04/20/2012,44
04/20/2012,52
04/20/2012,71
04/20/2012,67
04/20/2012,69
04/21/2012,27
04/22/2012,58
04/23/2012,23
04/23/2012,17
04/23/2012,24
04/23/2012,38
04/23/2012,69
04/23/2012,23
04/23/2012,25
04/23/2012,47
04/23/2012,29
04/24/2012,61
04/24/2012,53
04/24/2012,68
04/24/2012,61
04/24/2012,26
04/24/2012,25
04/24/2012,29
04/24/2012,29
04/24/2012,68
04/24/2012,29
04/24/2012,67
04/25/2012,61
04/25/2012,36
04/25/2012,68
04/25/2012,61
04/25/2012,19
04/26/2012,22
04/26/2012,69
04/26/2012,29
04/26/2012,61
04/26/2012,46
04/27/2012,25
04/27/2012,42
04/27/2012,22
04/27/2012,67
04/27/2012,50
04/27/2012,50
04/27/2012,53
04/27/2012,66
04/28/2012,53
04/28/2012,49
04/28/2012,25
04/28/2012,25
04/29/2012,69
04/29/2012,46
04/29/2012,72
04/30/2012,23
04/30/2012,68
04/30/2012,14
04/30/2012,61
04/30/2012,61
04/30/2012,68
04/30/2012,68
04/30/2012,26
05/01/2012,66
05/01/2012,26
05/01/2012,25
05/01/2012,26
05/02/2012,49
05/02/2012,42
05/02/2012,58
05/02/2012,67
05/03/2012,69
05/03/2012,42
05/03/2012,71
05/03/2012,26
05/03/2012,66
05/03/2012,67
05/03/2012,73
05/04/2012,15
05/05/2012,19
05/05/2012,46
05/05/2012,23
05/06/2012,56
05/07/2012,68
05/07/2012,23
05/07/2012,46
05/07/2012,27
05/07/2012,31
05/07/2012,66
05/07/2012,25
05/07/2012,43
05/08/2012,53
05/08/2012,26
05/08/2012,25
05/08/2012,25
05/08/2012,66
05/08/2012,67
05/09/2012,23
05/09/2012,25
05/10/2012,71
05/10/2012,26
05/10/2012,56
05/10/2012,25
05/10/2012,66
05/10/2012,66
05/10/2012,66
05/10/2012,14
05/10/2012,27
05/10/2012,27
05/11/2012,24
05/11/2012,27
05/11/2012,25
05/14/2012,25
05/14/2012,19
05/14/2012,63
05/14/2012,25
05/14/2012,74
05/14/2012,42
05/15/2012,71
05/15/2012,47
05/15/2012,26
05/16/2012,68
05/16/2012,66
05/16/2012,27
05/16/2012,61
05/16/2012,52
05/16/2012,27
05/16/2012,26
05/16/2012,26
05/16/2012,25
05/16/2012,25
05/17/2012,73
05/17/2012,67
05/17/2012,58
05/17/2012,68
05/17/2012,68
05/17/2012,23
05/18/2012,67
05/18/2012,67
05/18/2012,67
05/18/2012,60
05/18/2012,27
05/18/2012,17
05/19/2012,13
05/21/2012,68
05/21/2012,42
05/21/2012,26
05/21/2012,27
05/22/2012,24
05/22/2012,77
05/22/2012,68
05/22/2012,46
05/22/2012,69
05/22/2012,42
05/22/2012,71
05/22/2012,46
05/23/2012,42
05/23/2012,71
05/24/2012,69
05/24/2012,67
05/24/2012,25
05/24/2012,77
05/24/2012,25
05/25/2012,68
05/25/2012,61
05/25/2012,61
05/25/2012,75
05/25/2012,46
05/25/2012,68
05/25/2012,67
05/27/2012,26
05/27/2012,67
05/29/2012,25
05/29/2012,67
05/29/2012,44
05/29/2012,67
05/30/2012,25
05/30/2012,66
05/30/2012,43
05/30/2012,43
05/30/2012,46
05/31/2012,49
05/31/2012,25
05/31/2012,24
05/31/2012,25
05/31/2012,25
06/01/2012,52
06/01/2012,53
06/01/2012,53
06/01/2012,68
06/01/2012,68
06/01/2012,61
06/01/2012,26
06/02/2012,53
06/03/2012,67
06/04/2012,53
06/04/2012,73
06/04/2012,25
06/04/2012,61
06/04/2012,67
06/04/2012,74
06/04/2012,9
06/04/2012,42
06/04/2012,42
06/04/2012,71
06/04/2012,24
06/05/2012,71
06/05/2012,15
06/05/2012,42
06/06/2012,23
06/06/2012,23
06/06/2012,49
06/06/2012,53
06/06/2012,25
06/06/2012,25
06/06/2012,25
06/06/2012,23
06/06/2012,69
06/07/2012,61
06/07/2012,49
06/07/2012,52
06/07/2012,69
06/07/2012,42
06/07/2012,47
06/07/2012,61
06/07/2012,15
06/08/2012,15
06/08/2012,39
06/08/2012,68
06/08/2012,25
06/08/2012,25
06/08/2012,3
06/09/2012,75
06/10/2012,68
06/11/2012,31
06/11/2012,29
06/11/2012,26
06/11/2012,46
06/11/2012,71
06/11/2012,23
06/11/2012,38
06/12/2012,46
06/12/2012,69
06/12/2012,67
06/12/2012,73
06/12/2012,52
06/13/2012,67
06/13/2012,44
06/13/2012,27
06/13/2012,25
06/14/2012,23
06/14/2012,71
06/14/2012,38
06/15/2012,71
06/15/2012,52
06/15/2012,42
06/15/2012,23
06/15/2012,43
06/15/2012,68
06/17/2012,29
06/17/2012,49
06/17/2012,23
06/17/2012,65
06/17/2012,23
06/17/2012,63
06/18/2012,46
06/18/2012,71
06/18/2012,40
06/18/2012,5
06/18/2012,29
06/19/2012,29
06/19/2012,45
06/19/2012,48
06/19/2012,23
06/19/2012,67
06/19/2012,38
06/19/2012,40
06/19/2012,40
06/20/2012,49
06/20/2012,15
06/20/2012,15
06/20/2012,67
06/20/2012,14
06/20/2012,43
06/21/2012,23
06/21/2012,52
06/21/2012,75
06/21/2012,68
06/21/2012,25
06/21/2012,25
06/21/2012,25
06/21/2012,52
06/22/2012,27
06/22/2012,27
06/22/2012,52
06/22/2012,73
06/22/2012,29
06/23/2012,26
06/24/2012,68
06/25/2012,29
06/25/2012,53
06/26/2012,53
06/26/2012,49
06/26/2012,49
06/26/2012,26
06/27/2012,68
06/27/2012,7
06/27/2012,61
06/27/2012,26
06/27/2012,46
06/27/2012,29
06/28/2012,68
06/28/2012,22
06/28/2012,22
06/28/2012,68
06/28/2012,68
06/28/2012,26
06/28/2012,26
06/28/2012,66
06/28/2012,26
06/28/2012,25
06/28/2012,26
06/29/2012,26
06/29/2012,26
06/29/2012,42
06/29/2012,26
06/30/2012,30
07/01/2012,67
07/01/2012,26
07/02/2012,30
07/02/2012,13
07/02/2012,25
07/03/2012,68
07/03/2012,67
07/03/2012,68
07/03/2012,63
07/05/2012,66
07/05/2012,53
07/05/2012,46
07/05/2012,16
07/05/2012,49
07/05/2012,68
07/06/2012,68
07/06/2012,38
07/08/2012,52
07/09/2012,61
07/09/2012,67
07/09/2012,68
07/09/2012,67
07/09/2012,25
07/09/2012,23
07/09/2012,71
07/09/2012,25
07/09/2012,24
07/09/2012,31
07/09/2012,27
07/09/2012,61
07/10/2012,25
07/10/2012,23
07/10/2012,67
07/10/2012,43
07/10/2012,53
07/10/2012,51
07/10/2012,26
07/10/2012,69
07/11/2012,66
07/11/2012,27
07/11/2012,74
07/11/2012,25
07/11/2012,60
07/11/2012,26
07/11/2012,25
07/11/2012,69
07/11/2012,69
07/11/2012,43
07/12/2012,23
07/12/2012,23
07/12/2012,67
07/12/2012,25
07/12/2012,21
07/13/2012,23
07/13/2012,69
07/13/2012,71
07/13/2012,25
07/13/2012,61
07/13/2012,49
07/13/2012,52
07/13/2012,5
07/14/2012,42
07/15/2012,26
07/15/2012,51
07/15/2012,61
07/15/2012,23
07/15/2012,68
07/15/2012,8
07/16/2012,67
07/16/2012,29
07/16/2012,48
07/16/2012,3
07/16/2012,42
07/16/2012,67
07/16/2012,67
07/16/2012,44
07/16/2012,17
07/17/2012,24
07/17/2012,13
07/17/2012,43
07/17/2012,49
07/17/2012,29
07/17/2012,53
07/17/2012,53
07/17/2012,44
07/18/2012,46
07/18/2012,26
07/19/2012,67
07/19/2012,66
07/19/2012,66
07/19/2012,53
07/19/2012,48
07/20/2012,63
07/20/2012,66
07/20/2012,53
07/20/2012,53
07/20/2012,2
07/20/2012,43
07/22/2012,29
07/23/2012,49
07/23/2012,23
07/23/2012,23
07/23/2012,23
07/23/2012,23
07/23/2012,69
07/23/2012,25
07/24/2012,24
07/24/2012,67
07/24/2012,71
07/24/2012,29
07/24/2012,45
07/25/2012,42
07/25/2012,45
07/26/2012,52
07/26/2012,29
07/26/2012,42
07/26/2012,53
07/26/2012,29
07/26/2012,37
07/26/2012,67
07/26/2012,23
07/26/2012,22
07/26/2012,66
07/26/2012,66
07/26/2012,26
07/27/2012,38
07/28/2012,25
07/28/2012,38
07/29/2012,67
07/29/2012,49
07/30/2012,40
07/30/2012,61
07/30/2012,43
07/30/2012,67
07/30/2012,75
07/30/2012,28
07/30/2012,66
07/30/2012,25
07/31/2012,38
08/01/2012,25
08/01/2012,61
08/01/2012,71
08/01/2012,8
08/01/2012,25
08/02/2012,68
08/02/2012,51
08/02/2012,41
08/02/2012,42
08/03/2012,61
08/03/2012,25
08/03/2012,68
08/03/2012,29
08/03/2012,26
08/03/2012,53
08/04/2012,75
08/04/2012,49
08/05/2012,53
08/05/2012,29
08/05/2012,77
08/05/2012,71
08/06/2012,49
08/06/2012,49
08/06/2012,26
08/06/2012,48
08/06/2012,9
08/06/2012
08/06/2012,20
08/06/2012,25
08/07/2012,68
08/07/2012,68
08/07/2012,68
08/07/2012,68
08/07/2012,38
08/07/2012,29
08/08/2012,42
08/09/2012,38
08/09/2012,58
08/09/2012,49
08/09/2012,23
08/09/2012,23
08/09/2012,68
08/10/2012,38
08/11/2012,38
08/11/2012,23
08/11/2012,67
08/12/2012,46
08/12/2012,63
08/12/2012,46
08/13/2012,26
08/13/2012,47
08/13/2012,11
08/13/2012,71
08/13/2012,75
08/13/2012,68
08/13/2012,66
08/13/2012,25
08/13/2012,26
08/13/2012,26
08/14/2012,25
08/14/2012,25
08/14/2012,22
08/14/2012,6
08/14/2012,67
08/15/2012,26
08/15/2012,18
08/16/2012,68
08/16/2012,68
08/16/2012,42
08/16/2012,40
08/17/2012,42
08/19/2012,29
08/20/2012,42
08/20/2012,61
08/20/2012,49
08/20/2012,42
08/20/2012,67
08/20/2012,63
08/21/2012,31
08/21/2012,8
08/21/2012,29
08/21/2012,29
08/21/2012,29
08/21/2012,57
08/21/2012,58
08/22/2012,55
08/22/2012,42
08/22/2012,43
08/22/2012,23
08/22/2012,59
08/22/2012,26
08/22/2012,25
08/22/2012,25
08/22/2012,25
08/22/2012,23
08/23/2012,49
08/23/2012,67
08/23/2012,68
08/23/2012,66
08/24/2012,23
08/24/2012,31
08/24/2012,67
08/24/2012,43
08/24/2012,25
08/24/2012,66
08/25/2012,25
08/25/2012,37
08/27/2012,52
08/27/2012,23
08/27/2012,29
08/27/2012,52
08/27/2012,61
08/27/2012,68
08/28/2012,74
08/28/2012,42
08/28/2012,67
08/28/2012,68
08/28/2012,26
08/28/2012,21
08/28/2012,67
08/29/2012,29
08/29/2012,67
08/29/2012,18
08/29/2012,31
08/29/2012,53
08/29/2012,25
08/29/2012,26
08/29/2012,67
08/30/2012,4
08/30/2012,4
08/30/2012,67
08/30/2012,67
08/30/2012,24
08/30/2012,16
08/30/2012,61
08/30/2012,69
08/31/2012,67
08/31/2012,67
08/31/2012,38
09/01/2012,27
09/01/2012,23
09/02/2012,56
09/04/2012,27
09/04/2012,52
09/04/2012,11
09/04/2012,38
09/04/2012,67
09/05/2012,35
09/05/2012,58
09/05/2012,75
09/05/2012,67
09/05/2012,67
09/05/2012,10
09/06/2012,27
09/06/2012,25
09/06/2012,25
09/06/2012,42
09/06/2012,29
09/07/2012,42
09/07/2012,39
09/07/2012,39
09/07/2012,44
09/07/2012,29
09/07/2012,25
09/07/2012,43
09/07/2012,25
09/07/2012,52
09/08/2012,51
09/08/2012,49
09/08/2012,29
09/10/2012,75
09/10/2012,23
09/10/2012,25
09/11/2012,67
09/11/2012,23
09/11/2012,26
09/11/2012,61
09/12/2012,73
09/12/2012,48
09/12/2012,11
09/12/2012,23
09/12/2012,23
09/12/2012,25
09/12/2012,23
09/14/2012,66
09/14/2012,28
09/14/2012,58
09/15/2012,23
09/16/2012,30
09/17/2012,27
09/17/2012,35
09/17/2012,35
09/17/2012,49
09/17/2012,53
09/17/2012,22
09/18/2012,52
09/18/2012,67
09/18/2012,61
09/18/2012,68
09/18/2012,61
09/19/2012,37
09/19/2012,29
09/19/2012,25
09/19/2012,25
09/19/2012,23
09/20/2012,68
09/20/2012,46
09/20/2012,25
09/20/2012,25
09/20/2012,14
09/20/2012,14
09/21/2012,52
09/21/2012,63
09/22/2012,67
09/22/2012,67
09/23/2012,53
09/23/2012,23
09/23/2012,67
09/24/2012,58
09/24/2012,26
09/24/2012,61
09/25/2012,25
09/25/2012,38
09/25/2012,26
09/25/2012,26
09/26/2012,68
09/26/2012,68
09/26/2012,25
09/26/2012,46
09/27/2012,23
09/27/2012,46
09/27/2012,42
09/27/2012,38
09/28/2012,67
09/28/2012,67
09/28/2012,30
09/29/2012,26
09/29/2012,27
10/01/2012,9
10/01/2012,15
10/01/2012,30
10/01/2012,5
10/01/2012,26
10/01/2012,72
10/02/2012,26
10/02/2012,67
10/02/2012,68
10/02/2012,25
10/02/2012,15
10/02/2012,19
10/02/2012,19
10/02/2012,23
10/02/2012,25
10/02/2012,5
10/02/2012,15
10/02/2012,10
10/02/2012,10
10/03/2012,53
10/03/2012,68
10/03/2012,61
10/03/2012,66
10/04/2012,42
10/04/2012,44
10/04/2012,25
10/05/2012,26
10/05/2012,27
10/05/2012,25
10/05/2012,25
10/06/2012,26
10/08/2012,67
10/08/2012,63
10/08/2012,43
10/09/2012,16
10/09/2012,66
10/09/2012,49
10/09/2012,26
10/09/2012,67
10/09/2012,27
10/09/2012,26
10/09/2012,61
10/10/2012,25
10/10/2012,23
10/10/2012,29
10/10/2012,29
10/10/2012,25
10/10/2012,25
10/10/2012,25
10/10/2012,25
10/10/2012,26
10/10/2012,26
10/11/2012,52
10/11/2012,25
10/11/2012,35
10/11/2012,27
10/12/2012,25
10/12/2012,66
10/14/2012,31
10/15/2012,49
10/15/2012,68
10/15/2012,44
10/15/2012,25
10/16/2012,61
10/16/2012,25
10/17/2012,46
10/17/2012,68
10/17/2012,61
10/17/2012,25
10/17/2012,48
10/18/2012,60
10/18/2012,42
10/18/2012,71
10/19/2012,52
10/19/2012,15
10/22/2012,19
10/22/2012,25
10/22/2012,69
10/22/2012,61
10/22/2012,67
10/22/2012,67
10/22/2012,59
10/22/2012,42
10/22/2012,11
10/22/2012,23
10/22/2012,67
10/22/2012,29
10/23/2012,73
10/23/2012,26
10/23/2012,26
10/23/2012,61
10/24/2012,48
10/24/2012,25
10/24/2012,52
10/24/2012,58
10/24/2012,58
10/24/2012,61
10/25/2012,53
10/25/2012,42
10/25/2012,22
10/25/2012,49
10/25/2012,71
10/25/2012,75
10/25/2012,26
10/25/2012,26
10/25/2012,26
10/26/2012,23
10/26/2012,53
10/26/2012,63
10/28/2012,22
10/28/2012,49
10/29/2012,29
10/29/2012,58
10/29/2012,50
10/29/2012,50
10/29/2012,42
10/29/2012,25
10/29/2012,22
10/30/2012,49
10/30/2012,68
10/30/2012,67
10/31/2012,67
10/31/2012,29
10/31/2012,25
10/31/2012,67
10/31/2012,11
10/31/2012,26
11/01/2012,67
11/01/2012,68
11/01/2012,71
11/01/2012,36
11/02/2012,43
11/02/2012,63
11/02/2012,26
11/03/2012,61
11/04/2012,38
11/05/2012,23
11/07/2012,67
11/08/2012,25
11/08/2012,15
11/08/2012,26
